Global frequency set at 1000000000000 ticks per second
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.0.0.2
gem5 compiled Dec 23 2022 07:04:21
gem5 started Dec 23 2022 07:06:36
gem5 executing on v100-gpu-4, pid 21681
command line: build/X86/gem5.opt configs/learning_gem5/Toy/two_level.py configs/learning_gem5/Toy/add -n 10 -t 3

Beginning simulation!
Key: 176576 Value: 1
Key: 181184 Value: 0
Key: 181184 Value: 0
Key: 174656 Value: 1
Key: 176576 Value: 0
Key: 174912 Value: 1
Key: 181184 Value: 0
Key: 174656 Value: 0
Key: 176576 Value: 0
Key: 174848 Value: 1
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 174656 Value: 0
Key: 176576 Value: 0
Key: 176576 Value: 0
Key: 175360 Value: 0
Key: 174656 Value: 0
Key: 175616 Value: 1
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 1
Key: 222976 Value: 0
Key: 176576 Value: 0
Key: 175360 Value: 0
Key: 174656 Value: 0
Key: 175616 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 222976 Value: 0
Key: 176576 Value: 0
Key: 183104 Value: 1
Key: 175360 Value: 0
Key: 174656 Value: 0
Key: 175616 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 228608 Value: 1
Key: 222976 Value: 0
Key: 176576 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 174656 Value: 0
Key: 175616 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 174848 Value: 0
Key: 181184 Value: 0
Key: 174912 Value: 0
Key: 174656 Value: 0
Key: 175360 Value: 0
Key: 183104 Value: 0
Key: 217792 Value: 1
Key: 176576 Value: 0
Key: 222976 Value: 0
Key: 175616 Value: 0
Key: 228608 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 183168 Value: 0
Key: 181184 Value: 0
Key: 174912 Value: 0
Key: 174656 Value: 0
Key: 218048 Value: 1
Key: 175360 Value: 0
Key: 183104 Value: 0
Key: 217792 Value: 0
Key: 176576 Value: 0
Key: 222976 Value: 0
Key: 175616 Value: 0
Key: 228608 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 218112 Value: 0
Key: 218496 Value: 1
Key: 183168 Value: 0
Key: 181184 Value: 0
Key: 174912 Value: 0
Key: 174656 Value: 0
Key: 218048 Value: 0
Key: 175360 Value: 0
Key: 183104 Value: 0
Key: 217792 Value: 0
Key: 176576 Value: 0
Key: 222976 Value: 0
Key: 175616 Value: 0
Key: 228608 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 174464 Value: 1
Key: 182912 Value: 0
Key: 182784 Value: 0
Key: 218112 Value: 0
Key: 218496 Value: 0
Key: 183168 Value: 0
Key: 181184 Value: 0
Key: 174912 Value: 0
Key: 174656 Value: 0
Key: 218048 Value: 0
Key: 175360 Value: 0
Key: 183104 Value: 0
Key: 217792 Value: 0
Key: 176576 Value: 0
Key: 222976 Value: 0
Key: 182976 Value: 0
Key: 175616 Value: 0
Key: 228608 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 217920 Value: 1
Key: 182848 Value: 0
Key: 174464 Value: 0
Key: 182912 Value: 0
Key: 182784 Value: 0
Key: 218112 Value: 0
Key: 218496 Value: 0
Key: 183168 Value: 0
Key: 181184 Value: 0
Key: 174912 Value: 0
Key: 174656 Value: 0
Key: 218048 Value: 0
Key: 175360 Value: 0
Key: 183104 Value: 0
Key: 217792 Value: 0
Key: 176576 Value: 0
Key: 222976 Value: 0
Key: 182976 Value: 0
Key: 175616 Value: 0
Key: 228608 Value: 0
Key: 174848 Value: 0
Key: 217536 Value: 0
Key: 182656 Value: 0
Key: 217536 Value: 0
Key: 175616 Value: 0
Key: 182976 Value: 0
Key: 174848 Value: 0
Key: 222976 Value: 0
Key: 182592 Value: 0
Key: 176576 Value: 0
Key: 217792 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 218048 Value: 0
Key: 182720 Value: 0
Key: 174656 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 177152 Value: 1
Key: 183168 Value: 0
Key: 218496 Value: 0
Key: 218112 Value: 0
Key: 182784 Value: 0
Key: 182912 Value: 0
Key: 228608 Value: 0
Key: 174464 Value: 0
Key: 182848 Value: 0
Key: 217920 Value: 0
Key: 218368 Value: 1
Key: 182528 Value: 0
Key: 182464 Value: 0
Key: 182656 Value: 0
Key: 217536 Value: 0
Key: 175616 Value: 0
Key: 182976 Value: 0
Key: 174848 Value: 0
Key: 222976 Value: 0
Key: 182592 Value: 0
Key: 176576 Value: 0
Key: 217792 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 218048 Value: 0
Key: 182720 Value: 0
Key: 174656 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 177152 Value: 0
Key: 183168 Value: 0
Key: 218496 Value: 0
Key: 218112 Value: 0
Key: 182784 Value: 0
Key: 182912 Value: 0
Key: 228608 Value: 0
Key: 174464 Value: 0
Key: 182848 Value: 0
Key: 217920 Value: 0
Key: 218368 Value: 0
Key: 176512 Value: 1
Key: 182528 Value: 0
Key: 182464 Value: 0
Key: 182656 Value: 0
Key: 217536 Value: 0
Key: 175616 Value: 0
Key: 182976 Value: 0
Key: 174848 Value: 0
Key: 222976 Value: 0
Key: 182592 Value: 0
Key: 176576 Value: 0
Key: 217792 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 218048 Value: 0
Key: 182720 Value: 0
Key: 174656 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 177152 Value: 0
Key: 183168 Value: 0
Key: 218496 Value: 0
Key: 218112 Value: 0
Key: 182784 Value: 0
Key: 182912 Value: 0
Key: 228608 Value: 0
Key: 174464 Value: 0
Key: 182848 Value: 0
Key: 217920 Value: 0
Key: 177216 Value: 1
Key: 218368 Value: 0
Key: 176512 Value: 0
Key: 182528 Value: 0
Key: 182464 Value: 0
Key: 182656 Value: 0
Key: 217536 Value: 0
Key: 175616 Value: 0
Key: 182976 Value: 0
Key: 174848 Value: 0
Key: 222976 Value: 0
Key: 182592 Value: 0
Key: 176576 Value: 0
Key: 217792 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 218048 Value: 0
Key: 182720 Value: 0
Key: 174656 Value: 0
Key: 174912 Value: 0
Key: 181184 Value: 0
Key: 177152 Value: 0
Key: 183168 Value: 0
Key: 218496 Value: 0
Key: 218112 Value: 0
Key: 182784 Value: 0
Key: 182912 Value: 0
Key: 228608 Value: 0
Key: 174464 Value: 0
Key: 182848 Value: 0
Key: 217920 Value: 0
Key: 177216 Value: 0
Key: 218368 Value: 0
Key: 176512 Value: 0
Key: 182528 Value: 0
Key: 182464 Value: 0
Key: 182656 Value: 0
Key: 217536 Value: 0
Key: 175616 Value: 0
Key: 182976 Value: 0
Key: 174848 Value: 0
Key: 222976 Value: 0
Key: 182592 Value: 0
Key: 176576 Value: 0
Key: 217792 Value: 0
Key: 183104 Value: 0
Key: 175360 Value: 0
Key: 218048 Value: 0
Key: 182720 Value: 0
